id,yield
15000,7558.00588
15001,6520.8976
15002,4320.87416
15003,6520.8976
15004,5538.91301
15005,5538.91301
15006,5538.91301
15007,3436.49354
15008,5538.91301
15009,5538.91301
15010,4320.87416
15011,7558.00588
15012,5538.91301
15013,6520.8976
15014,7558.00588
15015,5538.91301
15016,5538.91301
15017,5538.91301
15018,6520.8976
15019,5538.91301
15020,7558.00588
15021,7558.00588
15022,6520.8976
15023,6520.8976
15024,7558.00588
15025,5538.91301
15026,3436.49354
15027,7558.00588
15028,6520.8976
15029,7558.00588
15030,7558.00588
15031,7558.00588
15032,6520.8976
15033,5538.91301
15034,5538.91301
15035,6520.8976
15036,6520.8976
15037,7558.00588
15038,5538.91301
15039,7558.00588
15040,6520.8976
15041,6520.8976
15042,5538.91301
15043,4320.87416
15044,5538.91301
15045,6520.8976
15046,7558.00588
15047,4320.87416
15048,6520.8976
15049,7558.00588
15050,3436.49354
15051,6520.8976
15052,6520.8976
15053,5538.91301
15054,5538.91301
15055,5538.91301
15056,5538.91301
15057,6520.8976
15058,6520.8976
15059,6520.8976
15060,6520.8976
15061,6520.8976
15062,5538.91301
15063,5538.91301
15064,6520.8976
15065,7558.00588
15066,5538.91301
15067,5538.91301
15068,3436.49354
15069,6520.8976
15070,7558.00588
15071,7558.00588
15072,3436.49354
15073,3436.49354
15074,6520.8976
15075,4320.87416
15076,3436.49354
15077,7558.00588
15078,6520.8976
15079,3436.49354
15080,7558.00588
15081,4320.87416
15082,4320.87416
15083,5538.91301
15084,5538.91301
15085,7558.00588
15086,6520.8976
15087,6520.8976
15088,5538.91301
15089,6520.8976
15090,6520.8976
15091,6520.8976
15092,6520.8976
15093,4320.87416
15094,5538.91301
15095,7558.00588
15096,6520.8976
15097,5538.91301
15098,4320.87416
15099,4320.87416
15100,7558.00588
15101,5538.91301
15102,6520.8976
15103,4320.87416
15104,6520.8976
15105,5538.91301
15106,4320.87416
15107,4320.87416
15108,7558.00588
15109,6520.8976
15110,5538.91301
15111,5538.91301
15112,7558.00588
15113,3436.49354
15114,5538.91301
15115,5538.91301
15116,4320.87416
15117,7558.00588
15118,5538.91301
